Trait,Indicator,H2r,pvalue
VOXEL_46_74_90,111.345,0.0470036,0.281944
VOXEL_46_74_100,110.772,0.0546228,0.321136
VOXEL_46_75_101,110.711,0.0764389,0.34853
VOXEL_46_76_85,111.066,0.0740005,0.280144
VOXEL_46_76_91,117.782,0.189036,0.0425915
VOXEL_46_76_94,111.591,0.0789252,0.286943
VOXEL_46_77_84,118.809,0.169065,0.0539892
VOXEL_46_77_85,115.98,0.174383,0.111778
VOXEL_46_77_86,107.653,0.00369805,0.468506
VOXEL_46_77_91,119.066,0.233867,0.0391922
VOXEL_46_77_92,112.077,0.0973401,0.275145
VOXEL_46_77_93,120.998,0.302,0.0673865
VOXEL_46_77_94,116.066,0.156338,0.128774
VOXEL_46_77_95,121.091,0.204297,0.0245951
VOXEL_46_77_96,120.707,0.203344,0.0269946
VOXEL_46_77_99,112.12,0.112154,0.239552
VOXEL_46_77_100,111.26,0.0917167,0.290742
VOXEL_46_78_85,112.05,0.0746076,0.237952
VOXEL_46_78_93,128.673,0.494972,0.009998
VOXEL_46_78_94,119.711,0.26972,0.0629874
VOXEL_46_78_95,118.07,0.234151,0.0571886
VOXEL_46_78_96,109.298,0.029627,0.383123
VOXEL_46_78_99,107.579,0.00151548,0.469706
VOXEL_46_78_100,108.848,0.0306152,0.40232
VOXEL_46_78_101,108.36,0.0193572,0.425515
VOXEL_46_78_102,108.029,0.0106496,0.440312
VOXEL_46_79_98,109.579,0.0253855,0.366527
VOXEL_46_80_98,114.485,0.13087,0.14757
VOXEL_46_80_99,114.49,0.137784,0.15197
VOXEL_46_80_132,109.976,0.0509503,0.34813
VOXEL_46_81_98,116.223,0.144498,0.0779844
VOXEL_46_81_99,114.331,0.123884,0.120976
VOXEL_46_82_98,110.114,0.0402274,0.313337
VOXEL_46_82_99,112.761,0.0847525,0.183363
VOXEL_46_82_128,110.07,0.0514165,0.360528
VOXEL_46_83_98,112.151,0.0778197,0.220756
VOXEL_46_83_99,109.991,0.0428827,0.330734
VOXEL_46_83_130,110.036,0.0543015,0.371526
VOXEL_46_84_98,111.389,0.0765464,0.262348
VOXEL_46_84_99,111.166,0.0765706,0.256549
VOXEL_46_84_129,115.199,0.164744,0.193561
VOXEL_46_84_130,109.492,0.0429784,0.39752
VOXEL_46_84_139,118.108,0.185506,0.0677864
VOXEL_46_85_97,111.55,0.0856925,0.261348
VOXEL_46_85_98,111.033,0.0786208,0.292542
VOXEL_46_85_129,130.472,0.349388,0.113377
VOXEL_46_85_130,111.488,0.0899762,0.329734
VOXEL_46_86_96,113.327,0.111408,0.229554
VOXEL_46_86_97,113.942,0.127417,0.203759
VOXEL_46_86_98,117.133,0.204407,0.0831834
VOXEL_46_86_129,127.307,0.260749,0.0305939
VOXEL_46_86_130,138.981,0.572628,0.0257948
VOXEL_46_86_131,112.782,0.126056,0.293741
VOXEL_46_87_94,113.113,0.0892161,0.223955
VOXEL_46_87_95,108.59,0.0215775,0.420916
VOXEL_46_87_96,111.184,0.0658412,0.311738
VOXEL_46_87_97,115.349,0.145017,0.161768
VOXEL_46_87_131,118.632,0.113672,0.189562
VOXEL_46_87_137,116.942,0.133,0.129974
VOXEL_46_88_129,109.882,0.0481441,0.329734
VOXEL_46_88_131,122.019,0.231688,0.0767846
VOXEL_46_88_137,121.919,0.140543,0.0611878
VOXEL_46_89_92,107.521,0.00036675,0.475105
VOXEL_46_89_94,107.794,0.00502634,0.472505
VOXEL_46_89_129,114.673,0.160979,0.116377
VOXEL_46_89_131,115.24,0.117019,0.186563
VOXEL_46_89_137,114.381,0.124948,0.203159
VOXEL_46_90_91,116.091,0.151044,0.131174
VOXEL_46_90_92,118.799,0.190253,0.054789
VOXEL_46_90_93,111.918,0.0843633,0.244951
VOXEL_46_90_130,110.164,0.0577797,0.361328
VOXEL_46_90_136,110.929,0.0665423,0.335733
VOXEL_46_91_90,114.654,0.128166,0.173565
VOXEL_46_91_91,117.921,0.178551,0.0959808
VOXEL_46_91_131,110.119,0.057781,0.363527
VOXEL_46_91_135,109.268,0.0409361,0.405319
VOXEL_46_92_90,115.865,0.125182,0.164967
VOXEL_46_92_129,113.35,0.149621,0.225955
VOXEL_46_93_89,108.567,0.016076,0.427514
VOXEL_46_93_128,107.003,0,1
VOXEL_46_93_129,109.05,0.0327725,0.39992
VOXEL_46_93_130,119.739,0.237925,0.0727854
VOXEL_46_93_135,114.947,0.170985,0.159568
VOXEL_46_93_142,117.489,0.223849,0.0909818
VOXEL_46_94_79,111.899,0.0695462,0.245551
VOXEL_46_94_80,116.668,0.133332,0.110378
VOXEL_46_94_81,119.612,0.229018,0.0625875
VOXEL_46_94_82,124.37,0.403303,0.0163967
VOXEL_46_94_83,122.663,0.407334,0.0173965
VOXEL_46_94_84,109.457,0.0465247,0.374925
VOXEL_46_94_128,119.944,0.26062,0.0733853
VOXEL_46_94_129,120.106,0.297517,0.0985803
VOXEL_46_94_130,114.616,0.160806,0.211358
VOXEL_46_94_142,118.886,0.240979,0.0617876
VOXEL_46_95_67,113.515,0.120523,0.209758
VOXEL_46_95_68,110.589,0.0571021,0.327734
VOXEL_46_95_69,121.274,0.255944,0.0211958
VOXEL_46_95_70,121.145,0.275306,0.0431914
VOXEL_46_95_71,117.565,0.18236,0.121176
VOXEL_46_95_72,114.689,0.10562,0.205559
VOXEL_46_95_73,118.78,0.204053,0.10058
VOXEL_46_95_74,109.332,0.0325537,0.40172
VOXEL_46_95_75,107.847,0.00474112,0.466907
VOXEL_46_95_79,109.753,0.0372069,0.355729
VOXEL_46_95_80,111.037,0.0614404,0.325935
VOXEL_46_95_81,120.289,0.233397,0.0673865
VOXEL_46_95_82,123.999,0.386524,0.0113977
VOXEL_46_95_83,115.86,0.211485,0.116577
VOXEL_46_95_127,119.535,0.225862,0.0525895
VOXEL_46_95_128,114.971,0.171844,0.207159
VOXEL_46_95_129,110.087,0.0546634,0.356729
VOXEL_46_95_142,112.268,0.097283,0.25195
VOXEL_46_96_67,111.832,0.08563,0.273545
VOXEL_46_96_127,114.104,0.142245,0.206559
VOXEL_46_96_128,115.777,0.145915,0.157169
VOXEL_46_96_142,121.448,0.29104,0.0153969
VOXEL_46_97_127,111.629,0.0790995,0.29754
VOXEL_46_97_128,114.064,0.089099,0.204759
VOXEL_46_97_142,108.33,0.0153838,0.436713
VOXEL_46_98_85,115.729,0.188723,0.141572
VOXEL_46_98_126,123.258,0.358624,0.0457908
VOXEL_46_98_127,133.979,0.353922,0.00139972
VOXEL_46_98_142,121.726,0.286496,0.0333933
VOXEL_46_99_85,119.74,0.238713,0.10098
VOXEL_46_99_125,129.127,0.437482,0.00539892
VOXEL_46_99_126,117.585,0.226514,0.112577
VOXEL_46_99_133,146.315,0.614603,0.00019996
VOXEL_46_99_142,117.845,0.17972,0.0689862
VOXEL_46_100_84,123.447,0.288282,0.030194
VOXEL_46_100_85,118.398,0.217528,0.126975
VOXEL_46_100_124,118.812,0.181278,0.0479904
VOXEL_46_100_125,113.472,0.132499,0.204559
VOXEL_46_100_126,109.915,0.0582954,0.372925
VOXEL_46_100_132,139.65,0.247881,0.00159968
VOXEL_46_100_133,142.021,0.586061,0.00019996
VOXEL_46_100_136,112.896,0.0823966,0.229954
VOXEL_46_100_142,113.119,0.111524,0.213557
VOXEL_46_101_84,126.014,0.334233,0.0163967
VOXEL_46_101_85,117.941,0.215259,0.103779
VOXEL_46_101_123,120.394,0.266886,0.0519896
VOXEL_46_101_124,112.362,0.0841617,0.24795
VOXEL_46_101_125,115.807,0.16453,0.10178
VOXEL_46_101_131,130.784,0.306548,0.00939812
VOXEL_46_101_132,129.065,0.255867,0.0125975
VOXEL_46_101_133,139.586,0.560198,0.00039992
VOXEL_46_101_134,132.362,0.389796,0.00139972
VOXEL_46_101_135,123.633,0.247478,0.0223955
VOXEL_46_101_138,111.788,0.0738462,0.285143
VOXEL_46_101_142,121.304,0.284663,0.0311938
VOXEL_46_102_84,126.436,0.323184,0.0155969
VOXEL_46_102_122,111.27,0.0769798,0.316337
VOXEL_46_102_123,122.083,0.260599,0.0503899
VOXEL_46_102_124,117.925,0.203118,0.0743851
VOXEL_46_102_131,123.164,0.236567,0.0273945
VOXEL_46_102_132,122.969,0.272453,0.0239952
VOXEL_46_102_133,129.036,0.395097,0.0019996
VOXEL_46_102_134,122.75,0.266543,0.019796
VOXEL_46_102_135,118.729,0.209761,0.0739852
VOXEL_46_102_136,110.011,0.0547061,0.35073
VOXEL_46_102_138,126.957,0.306515,0.0171966
VOXEL_46_102_142,120.781,0.257133,0.0391922
VOXEL_46_103_83,124.728,0.290036,0.0143971
VOXEL_46_103_84,121.734,0.226495,0.0329934
VOXEL_46_103_121,117.778,0.200853,0.0773845
VOXEL_46_103_122,114.192,0.126002,0.179564
VOXEL_46_103_123,118.844,0.193735,0.0545891
VOXEL_46_103_130,122.852,0.305887,0.0193961
VOXEL_46_103_131,123.809,0.303253,0.00979804
VOXEL_46_103_132,121.446,0.276896,0.0169966
VOXEL_46_103_133,120.213,0.256268,0.029994
VOXEL_46_103_134,119.325,0.229046,0.0561888
VOXEL_46_103_137,117.989,0.190734,0.112378
VOXEL_46_103_138,117.842,0.189749,0.109778
VOXEL_46_104_83,116.877,0.157715,0.110578
VOXEL_46_104_120,123.904,0.273617,0.0135973
VOXEL_46_104_121,123.893,0.269921,0.0069986
VOXEL_46_104_122,120.889,0.247096,0.0223955
VOXEL_46_104_130,122.911,0.29908,0.0143971
VOXEL_46_104_131,121.287,0.251375,0.0153969
VOXEL_46_104_137,118.139,0.188561,0.10098
VOXEL_46_104_138,117.764,0.216737,0.10198
VOXEL_46_104_139,113.962,0.125418,0.187363
VOXEL_46_104_141,114.283,0.153227,0.157568
VOXEL_46_105_82,116.863,0.162239,0.140172
VOXEL_46_105_83,113.422,0.107072,0.236353
VOXEL_46_105_119,127.134,0.328383,0.00879824
VOXEL_46_105_120,123.086,0.24717,0.014997
VOXEL_46_105_121,125.91,0.26283,0.00679864
VOXEL_46_105_129,123.557,0.308047,0.0161968
VOXEL_46_105_130,125.855,0.298585,0.00379924
VOXEL_46_105_137,120.324,0.225208,0.0589882
VOXEL_46_105_138,119.812,0.238919,0.0555889
VOXEL_46_105_139,116.971,0.168971,0.0977804
VOXEL_46_105_141,114.093,0.15353,0.168366
VOXEL_46_106_81,116.953,0.17724,0.135173
VOXEL_46_106_82,118.161,0.181411,0.114177
VOXEL_46_106_118,128.997,0.332439,0.00579884
VOXEL_46_106_119,124.082,0.222513,0.0183963
VOXEL_46_106_120,122.584,0.203834,0.0243951
VOXEL_46_106_129,127.363,0.333929,0.00619876
VOXEL_46_106_130,127.609,0.332192,0.00539892
VOXEL_46_106_137,123.014,0.26995,0.0329934
VOXEL_46_106_138,122.399,0.251822,0.0307938
VOXEL_46_106_140,127.447,0.336396,0.00419916
VOXEL_46_107_81,118.356,0.221137,0.0857828
VOXEL_46_107_117,137.104,0.489028,0.00079984
VOXEL_46_107_118,127.8,0.315783,0.00839832
VOXEL_46_107_119,122.022,0.180575,0.0325935
VOXEL_46_107_128,125.986,0.36148,0.0141972
VOXEL_46_107_129,125.811,0.282602,0.0165967
VOXEL_46_107_137,119.744,0.233876,0.0423915
VOXEL_46_107_140,125.188,0.294946,0.00779844
VOXEL_46_108_80,108.222,0.0166007,0.44851
VOXEL_46_108_81,112.701,0.0979136,0.247151
VOXEL_46_108_115,127.407,0.285318,0.00739852
VOXEL_46_108_116,138.276,0.482372,0.00059988
VOXEL_46_108_117,135.196,0.411441,0.0009998
VOXEL_46_108_118,124.708,0.225727,0.0187962
VOXEL_46_108_128,122.813,0.294415,0.0287942
VOXEL_46_108_129,128.486,0.339277,0.0069986
VOXEL_46_108_136,116.334,0.168154,0.0873825
VOXEL_46_108_137,122.755,0.28101,0.0223955
VOXEL_46_109_74,117.46,0.193578,0.0805839
VOXEL_46_109_75,123.668,0.305376,0.024795
VOXEL_46_109_76,113.119,0.102243,0.245751
VOXEL_46_109_77,108.907,0.0286135,0.420716
VOXEL_46_109_80,108.815,0.0329432,0.404719
VOXEL_46_109_114,122.569,0.213477,0.020196
VOXEL_46_109_115,131.191,0.368391,0.0019996
VOXEL_46_109_116,130.537,0.331828,0.00119976
VOXEL_46_109_127,121.521,0.288531,0.0353929
VOXEL_46_109_128,124.635,0.29448,0.0145971
VOXEL_46_109_136,116.431,0.172021,0.103579
VOXEL_46_109_137,121.459,0.233159,0.015197
VOXEL_46_110_60,115.138,0.157148,0.172166
VOXEL_46_110_61,110.505,0.0479935,0.354929
VOXEL_46_110_62,108.717,0.017398,0.425115
VOXEL_46_110_65,116.176,0.200403,0.15137
VOXEL_46_110_66,108.291,0.0160071,0.442312
VOXEL_46_110_70,121.557,0.19776,0.0179964
VOXEL_46_110_71,111.425,0.0768859,0.285143
VOXEL_46_110_72,108.709,0.0257918,0.417916
VOXEL_46_110_73,113.829,0.124545,0.188562
VOXEL_46_110_74,118.619,0.200385,0.0877824
VOXEL_46_110_75,123.803,0.261973,0.0207958
VOXEL_46_110_113,126.773,0.305061,0.0109978
VOXEL_46_110_114,126.731,0.333308,0.004999
VOXEL_46_110_115,121.743,0.227997,0.020196
VOXEL_46_110_127,124.711,0.333289,0.0079984
VOXEL_46_110_128,130.061,0.372015,0.00179964
VOXEL_46_110_136,111.381,0.0682538,0.283143
VOXEL_46_111_60,122.742,0.300725,0.0567886
VOXEL_46_111_61,125.001,0.330073,0.0333933
VOXEL_46_111_67,107.762,0.00390873,0.463907
VOXEL_46_111_69,114.668,0.131735,0.15177
VOXEL_46_111_70,115.59,0.167946,0.128774
VOXEL_46_111_71,114.031,0.131801,0.144971
VOXEL_46_111_72,111.372,0.0758964,0.269346
VOXEL_46_111_80,112.481,0.0634191,0.24935
VOXEL_46_111_112,123.593,0.220675,0.044791
VOXEL_46_111_113,122.159,0.243432,0.0527894
VOXEL_46_111_114,116.757,0.174428,0.112378
VOXEL_46_111_127,125.177,0.338269,0.0059988
VOXEL_46_111_136,107.285,0,1
VOXEL_46_112_103,121.781,0.247248,0.0229954
VOXEL_46_112_111,126.237,0.329432,0.0245951
VOXEL_46_112_112,116.171,0.166314,0.183163
VOXEL_46_112_113,119.788,0.253954,0.0571886
VOXEL_46_112_126,127.144,0.380443,0.00339932
VOXEL_46_112_127,129.722,0.361082,0.00119976
VOXEL_46_113_79,116.358,0.137945,0.126175
VOXEL_46_113_104,118.407,0.160513,0.0571886
VOXEL_46_113_109,139.115,0.660099,0.00019996
VOXEL_46_113_110,136.571,0.549435,0.00039992
VOXEL_46_113_111,120.794,0.268008,0.0639872
VOXEL_46_113_112,121.54,0.237176,0.0467906
VOXEL_46_113_126,130.309,0.409768,0.00079984
VOXEL_46_113_136,131.515,0.43627,0.0019996
VOXEL_46_114_79,117.795,0.212826,0.0959808
VOXEL_46_114_80,113.744,0.124376,0.253949
VOXEL_46_114_108,131.156,0.523789,0.00259948
VOXEL_46_114_109,132.932,0.474515,0.00059988
VOXEL_46_114_110,124.724,0.361907,0.010198
VOXEL_46_114_111,127.801,0.35741,0.00719856
VOXEL_46_114_125,129.916,0.420455,0.00179964
VOXEL_46_114_126,131.023,0.44574,0.00059988
VOXEL_46_114_136,125.879,0.353996,0.00839832
VOXEL_46_115_78,119.347,0.315819,0.0991802
VOXEL_46_115_79,124.765,0.183498,0.0167966
VOXEL_46_115_80,119.499,0.196127,0.135373
VOXEL_46_115_106,124.882,0.302919,0.0111978
VOXEL_46_115_107,123.134,0.332621,0.0239952
VOXEL_46_115_108,128.644,0.432652,0.00439912
VOXEL_46_115_109,134.927,0.539863,0.00059988
VOXEL_46_115_125,125.5,0.35281,0.0103979
VOXEL_46_115_126,126.612,0.337066,0.00359928
VOXEL_46_116_78,112.57,0.0984965,0.225155
VOXEL_46_116_106,129.008,0.350962,0.00679864
VOXEL_46_116_107,129.616,0.377309,0.00519896
VOXEL_46_116_125,122.806,0.292736,0.0363927
VOXEL_46_116_135,116.572,0.174944,0.116177
VOXEL_46_117_78,109.556,0.0404212,0.369726
VOXEL_46_117_82,117.966,0.139805,0.0793841
VOXEL_46_117_83,123.125,0.252052,0.0193961
VOXEL_46_117_84,123.589,0.287213,0.0187962
VOXEL_46_117_105,137.433,0.494869,0.00059988
VOXEL_46_117_106,129.742,0.33134,0.00539892
VOXEL_46_117_124,122.005,0.258548,0.0545891
VOXEL_46_117_125,120.154,0.231528,0.079784
VOXEL_46_117_135,117.406,0.194013,0.104379
VOXEL_46_118_77,118.791,0.267601,0.045191
VOXEL_46_118_83,115.945,0.164522,0.131974
VOXEL_46_118_84,117.819,0.203468,0.0825835
VOXEL_46_118_85,117.587,0.178889,0.0759848
VOXEL_46_118_104,131.93,0.402169,0.00159968
VOXEL_46_118_105,137.774,0.527072,0.00019996
VOXEL_46_118_124,122.554,0.248789,0.0479904
VOXEL_46_118_135,115.141,0.181597,0.191762
VOXEL_46_119_76,117.588,0.237102,0.108378
VOXEL_46_119_77,114.375,0.171934,0.186163
VOXEL_46_119_104,133.013,0.365056,0.0009998
VOXEL_46_119_123,120.922,0.22684,0.0489902
VOXEL_46_119_124,125.982,0.307109,0.0183963
VOXEL_46_120_76,110.762,0.0825626,0.323935
VOXEL_46_120_77,113.607,0.174703,0.229354
VOXEL_46_120_103,111.744,0.0666387,0.285743
VOXEL_46_120_104,122.294,0.219421,0.0267946
VOXEL_46_120_122,124.809,0.256806,0.00639872
VOXEL_46_120_123,123.744,0.250051,0.00959808
VOXEL_46_120_124,119.546,0.213422,0.0515897
VOXEL_46_121_76,108.487,0.0248276,0.435513
VOXEL_46_121_102,108.874,0.0248653,0.419916
VOXEL_46_121_122,124.464,0.228113,0.004999
VOXEL_46_121_123,122.89,0.214131,0.00759848
VOXEL_46_121_134,117.391,0.157674,0.0827834
VOXEL_46_122_75,108.724,0.0286502,0.418716
VOXEL_46_122_76,109.913,0.0527916,0.362727
VOXEL_46_122_101,114.643,0.116234,0.165167
VOXEL_46_122_102,114.787,0.148086,0.138572
VOXEL_46_122_121,125.911,0.279633,0.00359928
VOXEL_46_122_122,126.939,0.271249,0.00159968
VOXEL_46_122_123,123.035,0.225916,0.00659868
VOXEL_46_122_134,115.289,0.13047,0.122975
VOXEL_46_123_75,109.397,0.0401928,0.40052
VOXEL_46_123_76,113.323,0.0983568,0.205359
VOXEL_46_123_100,118.255,0.165498,0.0509898
VOXEL_46_123_101,116.032,0.112388,0.0959808
VOXEL_46_123_102,110.243,0.0446802,0.344731
VOXEL_46_123_121,127.783,0.270871,0.00119976
VOXEL_46_123_134,122.436,0.244578,0.0157968
VOXEL_46_123_135,108.499,0.0171827,0.427315
VOXEL_46_124_99,126.658,0.316264,0.00359928
VOXEL_46_124_100,119.079,0.179093,0.034993
VOXEL_46_124_101,111.226,0.0665154,0.287942
VOXEL_46_124_120,126.51,0.239388,0.00219956
VOXEL_46_124_121,127.952,0.25129,0.0009998
VOXEL_46_124_131,123.942,0.247003,0.0255949
VOXEL_46_124_132,116.539,0.147565,0.126775
VOXEL_46_124_135,115.139,0.126492,0.164367
VOXEL_46_125_98,140.701,0.42206,0.00019996
VOXEL_46_125_99,130.418,0.348098,0.00159968
VOXEL_46_125_100,119.228,0.213806,0.0415917
VOXEL_46_125_119,129.523,0.212132,0.00059988
VOXEL_46_125_120,127.843,0.219555,0.0009998
VOXEL_46_126_74,108.929,0.0413249,0.420316
VOXEL_46_126_97,128.57,0.351212,0.00379924
VOXEL_46_126_98,126.127,0.33418,0.00779844
VOXEL_46_126_99,131.681,0.3817,0.00239952
VOXEL_46_126_119,130.506,0.250347,0.00059988
VOXEL_46_126_132,118.373,0.211169,0.10038
VOXEL_46_127_74,113.903,0.160468,0.220756
VOXEL_46_127_75,110.447,0.0721796,0.346131
VOXEL_46_127_95,122.873,0.382533,0.00879824
VOXEL_46_127_96,117.169,0.218151,0.0831834
VOXEL_46_127_97,125.773,0.36952,0.00259948
VOXEL_46_127_118,122.829,0.25178,0.0219956
VOXEL_46_127_119,125.19,0.23102,0.00859828
VOXEL_46_128_74,109.709,0.0494153,0.358128
VOXEL_46_128_75,114.022,0.156623,0.189162
VOXEL_46_128_94,123.695,0.339423,0.0219956
VOXEL_46_128_95,124.85,0.379837,0.0167966
VOXEL_46_128_96,127.369,0.534014,0.00419916
VOXEL_46_128_117,116.775,0.197495,0.107578
VOXEL_46_128_118,114.807,0.150358,0.177564
VOXEL_46_129_73,109.724,0.038843,0.361128
VOXEL_46_129_74,115.886,0.180152,0.113977
VOXEL_46_129_75,117.657,0.247066,0.117776
VOXEL_46_129_76,119.451,0.290208,0.0955809
VOXEL_46_129_92,112.362,0.0893063,0.245551
VOXEL_46_129_93,116.332,0.177535,0.115177
VOXEL_46_129_94,124.399,0.397785,0.0165967
VOXEL_46_129_95,134.13,0.589908,0.00059988
VOXEL_46_129_117,110.063,0.0565767,0.345331
VOXEL_46_129_130,108.158,0.0104824,0.463907
VOXEL_46_130_70,124.527,0.195556,0.0165967
VOXEL_46_130_71,113.973,0.0871771,0.184763
VOXEL_46_130_72,111.838,0.0560209,0.256949
VOXEL_46_130_74,113.453,0.0814515,0.207758
VOXEL_46_130_75,118.917,0.175561,0.0631874
VOXEL_46_130_76,115.537,0.206516,0.171766
VOXEL_46_130_77,114.4,0.159214,0.234753
VOXEL_46_130_78,116.452,0.18563,0.139972
VOXEL_46_130_80,114.165,0.131997,0.19876
VOXEL_46_130_88,109.803,0.0395274,0.367926
VOXEL_46_130_92,111.209,0.0590624,0.302739
VOXEL_46_130_114,112.856,0.111315,0.196561
VOXEL_46_130_115,109.626,0.042556,0.367127
VOXEL_46_130_116,109.863,0.0498571,0.34833
VOXEL_46_131_68,117.449,0.184168,0.0807838
VOXEL_46_131_69,127.785,0.355227,0.00479904
VOXEL_46_131_70,122.447,0.157177,0.024795
VOXEL_46_131_71,127.969,0.239526,0.0029994
VOXEL_46_131_72,128.383,0.267273,0.0059988
VOXEL_46_131_73,122.586,0.176562,0.0333933
VOXEL_46_131_74,111.701,0.0480387,0.291142
VOXEL_46_131_81,110.428,0.0678942,0.330734
VOXEL_46_131_82,114.061,0.136463,0.172166
VOXEL_46_131_83,116.062,0.161221,0.122975
VOXEL_46_131_84,116.176,0.166482,0.0915817
VOXEL_46_131_85,114.097,0.0825303,0.179764
VOXEL_46_131_86,120.128,0.146959,0.0455909
VOXEL_46_131_114,117.693,0.196091,0.0607878
VOXEL_46_132_63,116.336,0.166022,0.0661868
VOXEL_46_132_65,122.622,0.221352,0.0585883
VOXEL_46_132_66,108.071,0.0102885,0.44871
VOXEL_46_132_67,109.768,0.0448519,0.367127
VOXEL_46_132_68,116.971,0.213164,0.127774
VOXEL_46_132_69,108.98,0.0256604,0.409518
VOXEL_46_132_70,112.955,0.0941326,0.226355
VOXEL_46_132_71,121.703,0.255766,0.0435913
VOXEL_46_132_72,120.514,0.21098,0.0471906
VOXEL_46_132_110,121.248,0.273026,0.019796
VOXEL_46_132_113,128.729,0.364812,0.00159968
VOXEL_46_133_62,110.137,0.047393,0.310938
VOXEL_46_133_64,112.729,0.101268,0.271346
VOXEL_46_133_67,110.975,0.0820964,0.308938
VOXEL_46_133_68,111.579,0.0833165,0.271346
VOXEL_46_133_69,118.132,0.192913,0.085183
VOXEL_46_133_70,114.215,0.133748,0.193761
VOXEL_46_133_71,113.291,0.121075,0.222955
VOXEL_46_133_109,124.573,0.294693,0.00419916
VOXEL_46_133_110,121.493,0.275887,0.0175965
VOXEL_46_133_111,127.683,0.37593,0.00079984
VOXEL_46_133_112,126.028,0.387617,0.00379924
VOXEL_46_134_68,109.787,0.0487959,0.361528
VOXEL_46_134_69,114.741,0.137359,0.137972
VOXEL_46_134_70,109.126,0.0301648,0.393321
VOXEL_46_134_108,121.467,0.250594,0.0225955
VOXEL_46_134_109,122.392,0.256396,0.00959808
VOXEL_46_134_110,123.998,0.290059,0.00659868
VOXEL_46_134_111,126.016,0.337491,0.0019996
VOXEL_46_135_107,120.743,0.270887,0.0365927
VOXEL_46_135_108,120.624,0.256694,0.0285943
VOXEL_46_135_109,119.056,0.21615,0.0521896
VOXEL_46_135_110,118.904,0.204024,0.0455909
VOXEL_46_135_111,136.851,0.553449,0.00019996
VOXEL_46_135_112,140.5,0.611227,0.00019996
VOXEL_46_136_80,122.198,0.278072,0.0229954
VOXEL_46_136_106,118.805,0.242591,0.0671866
VOXEL_46_136_107,121.693,0.295493,0.0275945
VOXEL_46_136_108,120.907,0.256932,0.0309938
VOXEL_46_136_109,124.179,0.321668,0.0141972
VOXEL_46_136_111,141.982,0.647881,0.00019996
VOXEL_46_137_106,117.589,0.190546,0.103579
VOXEL_46_137_107,121.908,0.264708,0.0409918
VOXEL_46_137_108,124.098,0.302728,0.0221956
VOXEL_46_137_109,127.593,0.362434,0.0039992
VOXEL_46_137_110,123.651,0.241927,0.0127974
VOXEL_46_138_79,109.076,0.0330792,0.380524
VOXEL_46_138_105,110.488,0.0647815,0.331934
VOXEL_46_138_106,114.316,0.125977,0.189162
VOXEL_46_138_107,119.888,0.216832,0.0639872
VOXEL_46_138_108,134.457,0.537892,0.00039992
VOXEL_46_138_109,130.994,0.409895,0.00119976
VOXEL_46_138_110,128.399,0.298626,0.00219956
VOXEL_46_138_111,129.326,0.32541,0.0009998
VOXEL_46_139_79,113.081,0.114928,0.230354
VOXEL_46_140_75,128.139,0.28256,0.00279944
VOXEL_46_141_76,128.425,0.309511,0.00139972
VOXEL_46_141_84,110.194,0.0504847,0.360128
VOXEL_46_141_114,113.103,0.125645,0.213557
VOXEL_46_141_115,111.034,0.0813442,0.312737
VOXEL_46_142_76,113.896,0.118574,0.178164
VOXEL_46_142_87,114.857,0.109733,0.155169
VOXEL_46_142_95,118.23,0.171112,0.0981804
VOXEL_46_142_96,126.409,0.231753,0.010198
VOXEL_46_142_111,122.486,0.212485,0.0733853
VOXEL_46_143_94,111.266,0.0783575,0.286743
VOXEL_46_143_111,123.666,0.231288,0.0393921
VOXEL_46_143_114,115.04,0.176726,0.162967
VOXEL_46_144_77,111.48,0.0579993,0.284743
VOXEL_46_144_83,130.427,0.426207,0.00139972
VOXEL_46_144_86,122.344,0.261569,0.0115977
VOXEL_46_144_87,127.92,0.379077,0.00279944
VOXEL_46_144_88,116.744,0.156355,0.0755849
VOXEL_46_144_89,108.197,0.0171963,0.445911
VOXEL_46_144_94,110.283,0.0639407,0.341132
VOXEL_46_144_109,127.26,0.334171,0.010198
VOXEL_46_144_111,130.721,0.437834,0.00159968
VOXEL_46_144_118,113.841,0.103234,0.20036
VOXEL_46_144_119,119.687,0.169726,0.0869826
VOXEL_46_145_78,113.235,0.0741409,0.229354
VOXEL_46_145_88,111.279,0.0756636,0.282943
VOXEL_46_145_89,112.149,0.0870849,0.253149
VOXEL_46_145_111,121.213,0.285214,0.0259948
VOXEL_46_145_114,116.305,0.167087,0.107379
VOXEL_46_145_119,116.708,0.123003,0.104179
VOXEL_46_146_85,113.998,0.0786127,0.172366
VOXEL_46_146_86,109.15,0.0302555,0.394721
VOXEL_46_146_110,108.687,0.0222972,0.412318
VOXEL_46_146_113,111.044,0.0539033,0.291342
VOXEL_46_146_114,111.302,0.0698821,0.271946
VOXEL_46_146_115,120.464,0.177721,0.0475905
VOXEL_46_147_76,115.814,0.146099,0.15117
VOXEL_46_147_77,109.749,0.0363895,0.357728
VOXEL_46_147_93,106.416,0,1
VOXEL_46_147_110,113.365,0.0957419,0.215757
VOXEL_46_147_113,112.208,0.089577,0.258548
VOXEL_46_147_114,125.091,0.331642,0.00739852
VOXEL_46_147_115,119.957,0.22058,0.0815837
VOXEL_46_157_99,107.601,0.00173126,0.485103
VOXEL_46_158_100,126.487,0.145905,0.0221956
VOXEL_46_159_101,107.54,0.000395856,0.481104
