Trait,Indicator,H2r,pvalue
VOXEL_50_62_111,115.402,0.177202,0.122975
VOXEL_50_62_112,114.354,0.148625,0.146571
VOXEL_50_62_113,114.435,0.162564,0.118376
VOXEL_50_62_114,117.794,0.192876,0.0583883
VOXEL_50_62_117,123.191,0.232819,0.0243951
VOXEL_50_62_118,121.397,0.284046,0.0415917
VOXEL_50_63_82,119.594,0.258503,0.0407918
VOXEL_50_63_98,119.713,0.163144,0.0737852
VOXEL_50_63_99,123.356,0.210461,0.0329934
VOXEL_50_63_100,108.501,0.0160554,0.431314
VOXEL_50_63_113,112.529,0.113945,0.214957
VOXEL_50_63_114,116.223,0.165483,0.0959808
VOXEL_50_63_117,119.036,0.16323,0.0583883
VOXEL_50_63_118,125.288,0.256882,0.0237952
VOXEL_50_64_82,121.094,0.265988,0.0533893
VOXEL_50_64_97,120.634,0.215305,0.0537892
VOXEL_50_64_98,117.321,0.0967657,0.146571
VOXEL_50_64_99,114.139,0.0928472,0.189562
VOXEL_50_64_114,125.228,0.287596,0.0119976
VOXEL_50_64_115,122.259,0.215135,0.0237952
VOXEL_50_64_118,123.23,0.293059,0.0169966
VOXEL_50_65_81,113.443,0.0958707,0.233153
VOXEL_50_65_96,115.525,0.142305,0.147371
VOXEL_50_65_97,127.555,0.301439,0.0211958
VOXEL_50_65_114,118.67,0.166496,0.0739852
VOXEL_50_65_115,124.01,0.17425,0.00919816
VOXEL_50_65_116,116.106,0.133759,0.110778
VOXEL_50_66_82,109.011,0.0257903,0.394521
VOXEL_50_66_95,115.26,0.165323,0.204359
VOXEL_50_66_96,114.959,0.103655,0.234753
VOXEL_50_66_115,114.465,0.10831,0.160368
VOXEL_50_66_116,111.726,0.0592974,0.278544
VOXEL_50_66_117,112.855,0.0881474,0.236753
VOXEL_50_66_118,117.653,0.232453,0.0921816
VOXEL_50_67_94,114.895,0.135066,0.20216
VOXEL_50_67_95,110.376,0.0588241,0.361728
VOXEL_50_67_96,115.402,0.103957,0.193961
VOXEL_50_67_116,112.8,0.1011,0.24755
VOXEL_50_67_117,116.262,0.131976,0.134773
VOXEL_50_67_118,112.516,0.0759972,0.252549
VOXEL_50_67_119,120.863,0.304181,0.0345931
VOXEL_50_67_120,110.461,0.0467884,0.334133
VOXEL_50_68_94,111.832,0.0752818,0.294941
VOXEL_50_68_95,109.69,0.0467252,0.387323
VOXEL_50_68_118,131.994,0.401893,0.00159968
VOXEL_50_68_119,116.603,0.163706,0.15077
VOXEL_50_68_120,122.371,0.343748,0.0223955
VOXEL_50_69_77,109.673,0.0493882,0.365527
VOXEL_50_69_78,113.268,0.11229,0.184763
VOXEL_50_69_93,119.568,0.236003,0.0509898
VOXEL_50_69_94,120.557,0.221964,0.0539892
VOXEL_50_69_118,109.867,0.0297089,0.380124
VOXEL_50_70_76,111.384,0.0674042,0.279944
VOXEL_50_70_77,111.069,0.0715783,0.309538
VOXEL_50_70_93,123.437,0.275739,0.0317936
VOXEL_50_71_76,111.172,0.0660132,0.287742
VOXEL_50_71_92,117.426,0.198015,0.14957
VOXEL_50_71_93,123.53,0.30386,0.0493901
VOXEL_50_72_92,112.867,0.105105,0.285143
VOXEL_50_74_73,120.485,0.273326,0.0515897
VOXEL_50_74_74,112.844,0.11794,0.254149
VOXEL_50_75_72,126.006,0.405743,0.0333933
VOXEL_50_75_73,118.172,0.21288,0.127974
VOXEL_50_75_90,107.626,0.00277923,0.474305
VOXEL_50_76_71,119.884,0.21318,0.0853829
VOXEL_50_76_72,126.417,0.39576,0.0131974
VOXEL_50_76_89,117.247,0.189058,0.137373
VOXEL_50_76_90,109.863,0.0508879,0.378324
VOXEL_50_76_91,113.105,0.0535313,0.263347
VOXEL_50_76_93,108.263,0.01308,0.438112
VOXEL_50_76_136,117.608,0.232286,0.117377
VOXEL_50_77_71,116.983,0.14401,0.133573
VOXEL_50_77_88,110.444,0.0485246,0.334933
VOXEL_50_77_89,114.042,0.13513,0.20136
VOXEL_50_77_90,117.314,0.227832,0.159168
VOXEL_50_77_91,114.677,0.163208,0.183963
VOXEL_50_77_94,113.625,0.155244,0.19756
VOXEL_50_77_137,119.153,0.26957,0.065187
VOXEL_50_78_88,115.452,0.122467,0.166967
VOXEL_50_78_89,115.18,0.143094,0.179964
VOXEL_50_78_93,125.766,0.467425,0.00719856
VOXEL_50_78_94,124.616,0.416637,0.0257948
VOXEL_50_78_131,123.796,0.166757,0.0269946
VOXEL_50_78_132,115.374,0.185879,0.234753
VOXEL_50_78_133,118.872,0.259414,0.161568
VOXEL_50_79_93,126.623,0.385425,0.00559888
VOXEL_50_79_94,121.693,0.299968,0.0483903
VOXEL_50_79_132,111.017,0.0803589,0.334933
VOXEL_50_79_133,118.286,0.228079,0.146171
VOXEL_50_79_135,124.167,0.378625,0.0155969
VOXEL_50_80_68,109.332,0.0258787,0.396121
VOXEL_50_80_69,113.416,0.0970504,0.244151
VOXEL_50_80_93,121.618,0.257788,0.0345931
VOXEL_50_80_94,119.601,0.188475,0.0669866
VOXEL_50_80_133,111.331,0.087334,0.295941
VOXEL_50_80_134,114.954,0.173494,0.14817
VOXEL_50_80_135,125.801,0.365495,0.010198
VOXEL_50_81_66,110.703,0.0511052,0.341132
VOXEL_50_81_93,123.127,0.249315,0.0243951
VOXEL_50_81_94,125.562,0.2636,0.0111978
VOXEL_50_81_133,113.032,0.119363,0.210358
VOXEL_50_81_134,118.35,0.232669,0.0659868
VOXEL_50_82_93,122.188,0.214701,0.0293941
VOXEL_50_82_94,126.751,0.285774,0.0029994
VOXEL_50_82_133,117.681,0.216228,0.0873825
VOXEL_50_82_134,120.091,0.251803,0.054789
VOXEL_50_83_93,119.882,0.155955,0.0565887
VOXEL_50_83_94,122.328,0.232838,0.0283943
VOXEL_50_83_113,118.445,0.155472,0.0529894
VOXEL_50_83_114,120.627,0.209752,0.0261948
VOXEL_50_83_115,144.025,0.736429,0.00019996
VOXEL_50_83_116,130.217,0.532841,0.00479904
VOXEL_50_83_133,116.649,0.188503,0.127974
VOXEL_50_83_134,118.342,0.205799,0.0955809
VOXEL_50_84_92,122.74,0.181446,0.0273945
VOXEL_50_84_93,124.875,0.164465,0.0161968
VOXEL_50_84_113,125.625,0.225286,0.00639872
VOXEL_50_84_114,148.205,0.684469,0.00019996
VOXEL_50_84_115,146.297,0.608943,0.00019996
VOXEL_50_84_116,133.744,0.57256,0.00179964
VOXEL_50_84_117,118.476,0.305409,0.126375
VOXEL_50_84_133,111.746,0.0846425,0.309138
VOXEL_50_84_134,113.193,0.104968,0.245551
VOXEL_50_85_92,117.158,0.135628,0.109178
VOXEL_50_85_93,124.839,0.194627,0.0167966
VOXEL_50_85_113,141.165,0.553291,0.00019996
VOXEL_50_85_114,141.374,0.606035,0.00019996
VOXEL_50_85_115,138.043,0.575943,0.00159968
VOXEL_50_85_116,131.636,0.57754,0.00459908
VOXEL_50_85_133,108.991,0.0264021,0.415117
VOXEL_50_85_134,113.632,0.104135,0.226355
VOXEL_50_86_91,110.617,0.0497447,0.321936
VOXEL_50_86_92,112.46,0.08024,0.253949
VOXEL_50_86_133,116.419,0.156766,0.139372
VOXEL_50_86_134,112.493,0.0674648,0.257349
VOXEL_50_86_139,122.299,0.27455,0.0235953
VOXEL_50_86_140,118.142,0.208252,0.0533893
VOXEL_50_87_90,112.616,0.0972294,0.276945
VOXEL_50_87_92,108.016,0.00873193,0.44831
VOXEL_50_87_133,126.163,0.313368,0.0105979
VOXEL_50_87_134,123.358,0.239257,0.0253949
VOXEL_50_87_138,115.109,0.158813,0.161368
VOXEL_50_87_139,118.5,0.205744,0.0705859
VOXEL_50_87_140,115.894,0.15527,0.110378
VOXEL_50_87_142,117.688,0.166909,0.0925815
VOXEL_50_88_90,114.601,0.144124,0.230554
VOXEL_50_88_91,110.519,0.0506797,0.353729
VOXEL_50_88_134,121.862,0.190386,0.0393921
VOXEL_50_88_137,121.593,0.265734,0.0339932
VOXEL_50_88_138,121.77,0.29056,0.0377924
VOXEL_50_88_139,113.594,0.114228,0.204159
VOXEL_50_89_89,112.35,0.0725521,0.25015
VOXEL_50_89_90,117.83,0.184786,0.120976
VOXEL_50_89_133,113.801,0.0815894,0.196761
VOXEL_50_89_134,114.468,0.131024,0.203959
VOXEL_50_89_137,122.66,0.315051,0.0273945
VOXEL_50_89_138,120.062,0.266951,0.0669866
VOXEL_50_89_139,112.229,0.0810639,0.269746
VOXEL_50_90_65,121.831,0.251732,0.0325935
VOXEL_50_90_88,115.817,0.11368,0.146371
VOXEL_50_90_89,117.599,0.162566,0.133773
VOXEL_50_90_134,110.911,0.0698745,0.321136
VOXEL_50_90_136,126.9,0.401094,0.009998
VOXEL_50_90_137,121.832,0.318909,0.0489902
VOXEL_50_90_138,120.843,0.27901,0.0473905
VOXEL_50_91_62,112.153,0.0739827,0.239752
VOXEL_50_91_87,108.793,0.0157376,0.426315
VOXEL_50_91_88,117.112,0.10544,0.130374
VOXEL_50_91_89,115.608,0.117935,0.166767
VOXEL_50_91_134,130.319,0.366496,0.00159968
VOXEL_50_91_135,129.889,0.428745,0.00139972
VOXEL_50_91_136,123.265,0.346205,0.0315937
VOXEL_50_91_137,119.702,0.272061,0.0755849
VOXEL_50_91_141,113.038,0.102132,0.239352
VOXEL_50_92_62,114.091,0.131698,0.178164
VOXEL_50_92_63,111.019,0.0776914,0.280944
VOXEL_50_92_87,109.578,0.02128,0.391122
VOXEL_50_92_134,135.026,0.42323,0.00019996
VOXEL_50_92_135,131.834,0.430389,0.00079984
VOXEL_50_92_136,125.06,0.331447,0.0089982
VOXEL_50_92_138,122.883,0.319158,0.0329934
VOXEL_50_93_62,107.841,0.0063683,0.462108
VOXEL_50_93_64,123.048,0.263104,0.0109978
VOXEL_50_93_65,108.219,0.0134687,0.442711
VOXEL_50_93_86,107.524,0.000302304,0.479704
VOXEL_50_93_87,108.099,0.00683216,0.447311
VOXEL_50_93_134,139.8,0.493564,0.00019996
VOXEL_50_93_135,136.961,0.526504,0.00019996
VOXEL_50_93_137,122.758,0.261068,0.0157968
VOXEL_50_93_138,119.968,0.199258,0.0523895
VOXEL_50_93_141,122.681,0.291684,0.0173965
VOXEL_50_94_64,120.282,0.219088,0.0605879
VOXEL_50_94_85,114.492,0.118864,0.142172
VOXEL_50_94_86,108.828,0.0200587,0.409118
VOXEL_50_94_133,139.84,0.452016,0.00019996
VOXEL_50_94_134,140.111,0.472837,0.00019996
VOXEL_50_94_137,122.89,0.277776,0.0155969
VOXEL_50_94_138,115.842,0.158953,0.137772
VOXEL_50_95_84,118.016,0.218117,0.0575885
VOXEL_50_95_85,119.048,0.218015,0.044791
VOXEL_50_95_132,133.771,0.455807,0.00019996
VOXEL_50_95_133,141.058,0.459676,0.00019996
VOXEL_50_95_136,126.003,0.334955,0.0109978
VOXEL_50_96_68,108.735,0.0209957,0.416117
VOXEL_50_96_84,126.453,0.369203,0.0029994
VOXEL_50_96_131,128.099,0.459047,0.00359928
VOXEL_50_96_132,132.09,0.456912,0.00079984
VOXEL_50_96_144,125.698,0.306885,0.0191962
VOXEL_50_97_68,112.651,0.0974996,0.209158
VOXEL_50_97_69,117.809,0.158292,0.0571886
VOXEL_50_97_71,112.522,0.106001,0.268946
VOXEL_50_97_72,117.924,0.213272,0.065187
VOXEL_50_97_73,116.043,0.162246,0.137972
VOXEL_50_97_74,116.812,0.169351,0.115177
VOXEL_50_97_75,117.934,0.193096,0.0767846
VOXEL_50_97_76,123.301,0.294729,0.0159968
VOXEL_50_97_77,125.95,0.324239,0.00679864
VOXEL_50_97_78,120.413,0.188965,0.0487902
VOXEL_50_97_79,119.791,0.122074,0.0727854
VOXEL_50_97_80,121.641,0.135524,0.0675865
VOXEL_50_97_81,122.814,0.227741,0.0377924
VOXEL_50_97_82,128.352,0.34612,0.0111978
VOXEL_50_97_83,129.924,0.412126,0.00619876
VOXEL_50_97_130,116.888,0.233592,0.0939812
VOXEL_50_97_131,123.991,0.382812,0.015197
VOXEL_50_97_132,127.793,0.41142,0.00539892
VOXEL_50_98_63,119.053,0.260604,0.0531894
VOXEL_50_98_64,112.535,0.12069,0.272945
VOXEL_50_98_67,118.621,0.216719,0.0527894
VOXEL_50_98_68,113.218,0.113276,0.178164
VOXEL_50_98_69,119.432,0.206369,0.0395921
VOXEL_50_98_78,117.874,0.152815,0.0805839
VOXEL_50_98_79,115.409,0.078084,0.154769
VOXEL_50_98_80,118.044,0.114243,0.0731854
VOXEL_50_98_81,122.515,0.215392,0.0131974
VOXEL_50_98_82,124.847,0.279468,0.00859828
VOXEL_50_98_83,121.341,0.262956,0.0325935
VOXEL_50_98_130,119.176,0.283411,0.0669866
VOXEL_50_98_131,123.33,0.356129,0.0183963
VOXEL_50_99_61,115.328,0.1359,0.143171
VOXEL_50_99_62,114.766,0.131531,0.181364
VOXEL_50_99_63,115.674,0.155102,0.134173
VOXEL_50_99_64,118.263,0.228223,0.0975805
VOXEL_50_99_65,116.609,0.209507,0.155169
VOXEL_50_99_66,112.603,0.121075,0.245551
VOXEL_50_99_67,119.021,0.239499,0.0679864
VOXEL_50_99_68,116.801,0.17218,0.0809838
VOXEL_50_99_82,127.763,0.271724,0.0069986
VOXEL_50_99_129,121.879,0.329976,0.0623875
VOXEL_50_99_130,124.159,0.346182,0.0181964
VOXEL_50_100_83,126.005,0.233675,0.0187962
VOXEL_50_100_128,123.524,0.344242,0.0337932
VOXEL_50_100_129,126.615,0.4177,0.0133973
VOXEL_50_100_130,130.25,0.475674,0.004999
VOXEL_50_100_137,132.046,0.426345,0.00079984
VOXEL_50_100_138,124.61,0.329393,0.0117976
VOXEL_50_101_82,124.929,0.238917,0.0109978
VOXEL_50_101_83,126.3,0.241993,0.0123975
VOXEL_50_101_127,120.166,0.282486,0.0641872
VOXEL_50_101_128,123.961,0.337791,0.0177964
VOXEL_50_101_129,129.573,0.438625,0.00319936
VOXEL_50_101_138,128.943,0.310065,0.00319936
VOXEL_50_101_139,128.419,0.249106,0.00319936
VOXEL_50_102_82,124.11,0.275733,0.00679864
VOXEL_50_102_83,126.112,0.274898,0.00459908
VOXEL_50_102_126,122.372,0.353595,0.0479904
VOXEL_50_102_127,127.848,0.414902,0.0059988
VOXEL_50_102_128,130.623,0.456202,0.00219956
VOXEL_50_103_82,129.939,0.322129,0.00159968
VOXEL_50_103_83,131.209,0.363996,0.00119976
VOXEL_50_103_125,122.771,0.375994,0.0469906
VOXEL_50_103_126,125.708,0.421434,0.0193961
VOXEL_50_103_127,127.597,0.408811,0.00479904
VOXEL_50_103_128,135.964,0.527908,0.00019996
VOXEL_50_104_82,127.629,0.276447,0.00579884
VOXEL_50_104_124,121.37,0.317087,0.054989
VOXEL_50_104_125,123.104,0.363918,0.0387922
VOXEL_50_104_126,122.089,0.313797,0.0467906
VOXEL_50_104_127,131.329,0.470032,0.00079984
VOXEL_50_104_143,119.822,0.209801,0.059788
VOXEL_50_105_81,125.458,0.22707,0.00839832
VOXEL_50_105_82,124.572,0.217556,0.00779844
VOXEL_50_105_124,122.191,0.33342,0.0503899
VOXEL_50_105_125,122.795,0.338939,0.0363927
VOXEL_50_105_126,121.548,0.295815,0.0461908
VOXEL_50_105_142,127.202,0.38547,0.00219956
VOXEL_50_106_81,125.9,0.182713,0.00539892
VOXEL_50_106_82,122.707,0.204858,0.0157968
VOXEL_50_106_123,123.358,0.326639,0.030194
VOXEL_50_106_124,120.358,0.276668,0.0541892
VOXEL_50_106_125,120.616,0.295227,0.0465907
VOXEL_50_106_142,117.612,0.143101,0.0571886
VOXEL_50_107_81,133.265,0.301954,0.00079984
VOXEL_50_107_122,122.397,0.314237,0.0423915
VOXEL_50_107_123,117.366,0.201915,0.118376
VOXEL_50_107_124,115.97,0.172138,0.15077
VOXEL_50_107_140,116.235,0.152271,0.123975
VOXEL_50_107_141,122.516,0.231946,0.0283943
VOXEL_50_108_80,145.136,0.550506,0.00019996
VOXEL_50_108_121,121.194,0.259766,0.0463907
VOXEL_50_108_122,117.47,0.19934,0.118776
VOXEL_50_108_123,116.349,0.17864,0.14917
VOXEL_50_108_139,111.52,0.0987824,0.270746
VOXEL_50_108_140,109.825,0.0591463,0.35193
VOXEL_50_108_141,115.267,0.17938,0.232553
VOXEL_50_109_80,146.025,0.645446,0.00019996
VOXEL_50_109_120,122.57,0.25968,0.0403919
VOXEL_50_109_121,118.996,0.206698,0.0907818
VOXEL_50_109_122,116.625,0.170409,0.154969
VOXEL_50_109_138,118.611,0.234614,0.0781844
VOXEL_50_109_139,112.083,0.0823339,0.289342
VOXEL_50_109_140,112.602,0.127045,0.226955
VOXEL_50_110_79,141.3,0.531759,0.00039992
VOXEL_50_110_80,143.913,0.586348,0.00019996
VOXEL_50_110_119,126.517,0.346326,0.0139972
VOXEL_50_110_120,121.329,0.250725,0.0637872
VOXEL_50_110_121,123.04,0.296963,0.0395921
VOXEL_50_110_122,115.744,0.161841,0.156169
VOXEL_50_110_131,113.115,0.110905,0.224955
VOXEL_50_111_78,137.998,0.534802,0.00039992
VOXEL_50_111_79,133.857,0.417673,0.00079984
VOXEL_50_111_119,126.23,0.337366,0.0123975
VOXEL_50_111_120,123.694,0.305749,0.0285943
VOXEL_50_111_121,121.525,0.283002,0.0395921
VOXEL_50_111_130,111.824,0.0820472,0.284943
VOXEL_50_111_137,126.343,0.245279,0.0117976
VOXEL_50_111_138,112.527,0.0602654,0.267746
VOXEL_50_112_73,117.152,0.156197,0.075185
VOXEL_50_112_74,113.37,0.10861,0.19956
VOXEL_50_112_77,124.987,0.34446,0.0117976
VOXEL_50_112_78,134.271,0.517236,0.00119976
VOXEL_50_112_79,127.792,0.336251,0.00419916
VOXEL_50_112_118,134.112,0.357178,0.0009998
VOXEL_50_112_119,130.763,0.400917,0.00259948
VOXEL_50_112_120,131.176,0.441378,0.00219956
VOXEL_50_112_137,120.01,0.195387,0.0705859
VOXEL_50_113_64,109.119,0.0277351,0.389322
VOXEL_50_113_67,109.848,0.0435556,0.356729
VOXEL_50_113_68,115.641,0.158389,0.118376
VOXEL_50_113_69,119.079,0.212573,0.0491902
VOXEL_50_113_70,125.059,0.33675,0.00939812
VOXEL_50_113_71,120.654,0.283298,0.0327934
VOXEL_50_113_72,119.24,0.209063,0.0319936
VOXEL_50_113_73,122.216,0.232133,0.0173965
VOXEL_50_113_74,130.918,0.323469,0.0039992
VOXEL_50_113_76,128.937,0.430666,0.00079984
VOXEL_50_113_77,125.408,0.369534,0.0123975
VOXEL_50_113_79,121.974,0.252887,0.0365927
VOXEL_50_113_117,137.795,0.429968,0.00019996
VOXEL_50_113_118,137.835,0.456339,0.00019996
VOXEL_50_113_119,137.864,0.479481,0.00019996
VOXEL_50_113_136,123.693,0.195132,0.0209958
VOXEL_50_113_137,119.445,0.204476,0.079984
VOXEL_50_114_62,108.297,0.0161025,0.440112
VOXEL_50_114_64,110.984,0.062508,0.293541
VOXEL_50_114_65,108.681,0.0202924,0.422116
VOXEL_50_114_66,108.341,0.0146029,0.425915
VOXEL_50_114_77,128.754,0.415134,0.0059988
VOXEL_50_114_79,120.011,0.216306,0.0589882
VOXEL_50_114_115,131.973,0.436259,0.00119976
VOXEL_50_114_116,138.366,0.504987,0.00019996
VOXEL_50_114_117,137.18,0.518091,0.00019996
VOXEL_50_114_118,138.905,0.540761,0.00019996
VOXEL_50_114_119,135.908,0.506268,0.00059988
VOXEL_50_114_136,121.239,0.210862,0.0419916
VOXEL_50_115_64,109.735,0.0419281,0.364527
VOXEL_50_115_79,118.637,0.179005,0.0703859
VOXEL_50_115_114,129.774,0.406239,0.0029994
VOXEL_50_115_115,137.365,0.500521,0.00019996
VOXEL_50_115_117,135.227,0.533611,0.00039992
VOXEL_50_115_118,135.198,0.542477,0.00059988
VOXEL_50_115_119,135.64,0.532746,0.00059988
VOXEL_50_116_58,113.618,0.151197,0.283543
VOXEL_50_116_59,114.863,0.190371,0.156969
VOXEL_50_116_60,112.729,0.151599,0.247351
VOXEL_50_116_62,108.105,0.0143999,0.44951
VOXEL_50_116_78,112.627,0.0698776,0.246151
VOXEL_50_116_112,120.666,0.206933,0.0569886
VOXEL_50_116_113,135.976,0.479195,0.00219956
VOXEL_50_116_114,137.591,0.49394,0.00059988
VOXEL_50_116_117,135.9,0.562211,0.00039992
VOXEL_50_116_118,134.687,0.527759,0.00079984
VOXEL_50_117_53,113.263,0.113382,0.169966
VOXEL_50_117_54,110.582,0.0552708,0.309538
VOXEL_50_117_57,108.286,0.0139173,0.456709
VOXEL_50_117_58,117.179,0.248948,0.234553
VOXEL_50_117_59,117.924,0.266794,0.15057
VOXEL_50_117_60,111.398,0.0984126,0.333533
VOXEL_50_117_78,120.533,0.164752,0.0667866
VOXEL_50_117_111,125.341,0.257308,0.0135973
VOXEL_50_117_112,126.557,0.292702,0.00979804
VOXEL_50_117_113,133.365,0.403769,0.0009998
VOXEL_50_117_116,135.001,0.573288,0.00039992
VOXEL_50_117_117,136.617,0.579341,0.00039992
VOXEL_50_117_118,136.937,0.531593,0.00019996
VOXEL_50_117_133,116.823,0.104513,0.0859828
VOXEL_50_117_136,122.394,0.178002,0.0665867
